latent_regime	bin_left	bin_right	bin_center	component_density	component_mass	weighted_component_density
adult_repair	1.1724925582184822	1.2592975871566656	1.215895072687574	0.023163796915034007	0.2698309911681841	0.006250310280802151
adult_repair	1.2592975871566656	1.346102616094849	1.3027001016257573	0.01906200444294448	0.2698309911681841	0.005143519552492038
adult_repair	1.346102616094849	1.4329076450330316	1.3895051305639403	0.014271102810675947	0.2698309911681841	0.0038507858164677487
adult_repair	1.4329076450330316	1.519712673971215	1.4763101595021233	0.01167883416965542	0.2698309911681841	0.0031513113996869783
adult_repair	1.519712673971215	1.6065177029093984	1.5631151884403067	0.00787279959874465	0.2698309911681841	0.002124325318997751
adult_repair	1.6065177029093984	1.693322731847581	1.6499202173784897	0.0075263495681208254	0.2698309911681841	0.0020308423638442765
adult_repair	1.693322731847581	1.7801277607857644	1.7367252463166727	0.0051516727472063865	0.2698309911681841	0.0013900809635528212
adult_repair	1.7801277607857644	1.8669327897239478	1.8235302752548561	0.0027929391371639975	0.2698309911681841	0.0007536215356533743
adult_repair	1.8669327897239478	1.9537378186621304	1.910335304193039	0.0031808030748047235	0.2698309911681841	0.0008582792463853662
adult_repair	1.9537378186621304	2.040542847600314	1.997140333131222	0.0015681910501388124	0.2698309911681841	0.00042314654540003124
adult_repair	2.040542847600314	2.127347876538497	2.0839453620694055	0.0008007870139450288	0.2698309911681841	0.0002160771536873976
adult_repair	2.127347876538497	2.2141529054766798	2.1707503910075885	0.0008887311016195913	0.2698309911681841	0.00023980719403200648
adult_repair	2.2141529054766798	2.300957934414863	2.2575554199457715	0.00034843897884593314	0.2698309911681841	9.401963502362806e-05
adult_repair	2.300957934414863	2.3877629633530466	2.344360448883955	0.0002232070431329717	0.2698309911681841	6.0228177684289374e-05
adult_repair	2.3877629633530466	2.474567992291229	2.431165477822138	2.545593725409898e-05	0.2698309911681841	6.868800780388631e-06
adult_repair	2.474567992291229	2.5613730212294126	2.517970506760321	0.00011605168415529195	0.2698309911681841	3.1314340962359473e-05
adult_repair	2.5613730212294126	2.648178050167596	2.6047755356985043	3.823815690922007e-05	0.2698309911681841	1.0317839779259398e-05
adult_repair	2.648178050167596	2.7349830791057785	2.6915805646366873	2.656095603167946e-06	0.2698309911681841	7.166969092402627e-07
adult_repair	2.7349830791057785	2.821788108043962	2.7783855935748702	9.788378009162624e-07	0.2698309911681841	2.6412077401412074e-07
adult_repair	2.821788108043962	2.9085931369821454	2.8651906225130537	1.6094717147280605e-06	0.2698309911681841	4.3428534804222943e-07
adult_repair	2.9085931369821454	2.995398165920328	2.9519956514512367	8.85743478892959e-06	0.2698309911681841	2.3900104083044267e-06
adult_repair	2.995398165920328	3.0822031948585114	3.0388006803894196	1.0019817845617661e-06	0.2698309911681841	2.7036573806076726e-07
adult_repair	3.0822031948585114	3.169008223796695	3.125605709327603	4.297827170948106e-08	0.2698309911681841	1.15968696540648e-08
adult_repair	3.169008223796695	3.255813252734878	3.2124107382657865	1.2409262458776703e-07	0.2698309911681841	3.3484035889178546e-08
adult_repair	3.255813252734878	3.3426182816730616	3.29921576720397	3.1104109813992422e-09	0.2698309911681841	8.392852780513618e-10
adult_repair	3.3426182816730616	3.4294233106112433	3.3860207961421525	4.799288536085856e-08	0.2698309911681841	1.2949967825941497e-08
adult_repair	3.4294233106112433	3.5162283395494267	3.472825825080335	4.367369703389116e-10	0.2698309911681841	1.1784516958633833e-10
adult_repair	3.5162283395494267	3.60303336848761	3.5596308540185184	1.5727166913468972e-09	0.2698309911681841	4.2436770365288035e-10
adult_repair	3.60303336848761	3.6898383974257936	3.646435882956702	3.105821113561541e-09	0.2698309911681841	8.380467894633838e-10
adult_repair	3.6898383974257936	3.7766434263639765	3.7332409118948853	3.413472608203942e-10	0.2698309911681841	9.210606971971162e-11
embryonic_reactivation	-4.817054438516154	-4.73024940957797	-4.773651924047062	6.711313850872835e-24	0.3883486488197522	2.606329665791753e-24
embryonic_reactivation	-4.73024940957797	-4.643444380639788	-4.686846895108879	7.40144385912442e-16	0.3883486488197522	2.874340722006221e-16
embryonic_reactivation	-4.643444380639788	-4.556639351701604	-4.600041866170696	4.344570659928343e-24	0.3883486488197522	1.6872081454851112e-24
embryonic_reactivation	-4.556639351701604	-4.469834322763421	-4.513236837232513	9.058260798198362e-18	0.3883486488197522	3.517763341637264e-18
embryonic_reactivation	-4.469834322763421	-4.383029293825238	-4.42643180829433	5.417467599654613e-13	0.3883486488197522	2.103866222350655e-13
embryonic_reactivation	-4.383029293825238	-4.296224264887055	-4.339626779356147	1.8040130310579568e-14	0.3883486488197522	7.0058602306458315e-15
embryonic_reactivation	-4.296224264887055	-4.209419235948872	-4.252821750417963	1.5042258980789747e-11	0.3883486488197522	5.841640950386481e-12
embryonic_reactivation	-4.209419235948872	-4.122614207010689	-4.16601672147978	5.4702348218038464e-11	0.3883486488197522	2.1243583017742817e-11
