tumor_like_quartile	stemness_score
top tumor-like quartile	1.0869470988550494
other tumor cells	0.10963847560267292
other tumor cells	-0.07699179168670406
top tumor-like quartile	0.6624076520242999
other tumor cells	-0.32109009594686566
top tumor-like quartile	1.209273276790496
top tumor-like quartile	1.265649430213436
other tumor cells	0.2138382696336315
other tumor cells	0.7356920665310275
other tumor cells	-0.13569485275976118
other tumor cells	1.323830496880316
top tumor-like quartile	-0.4182932203815829
other tumor cells	-0.2850798695318161
other tumor cells	-0.47507498341221965
top tumor-like quartile	1.0625640461521764
other tumor cells	-0.32807953126968875
top tumor-like quartile	1.436562591983426
top tumor-like quartile	1.067555142987159
other tumor cells	-0.2653248694635207
other tumor cells	-0.3048223064791772
other tumor cells	-0.5663304482736895
top tumor-like quartile	1.324389176983987
top tumor-like quartile	0.9653676863639585
top tumor-like quartile	1.250979685014294
other tumor cells	-0.4448744558518933
other tumor cells	-0.37493087399390435
other tumor cells	-0.3455045146326865
other tumor cells	-0.44984248376661734
other tumor cells	-0.5095844576435704
top tumor-like quartile	1.2212592055720668
other tumor cells	-0.027522558166134747
top tumor-like quartile	1.1449349311090284
top tumor-like quartile	1.3693853962805962
other tumor cells	0.7855491292092107
other tumor cells	0.7751481417686709
other tumor cells	0.8369014455426124
other tumor cells	-0.2912740260362625
other tumor cells	-0.36728742718696594
top tumor-like quartile	0.49474534680766447
other tumor cells	-0.4100919846565493
other tumor cells	-0.38852677999004237
top tumor-like quartile	0.885404763683196
other tumor cells	1.2183905493828557
other tumor cells	-0.5102933452975366
other tumor cells	0.7346826599490258
other tumor cells	0.9440176371605166
top tumor-like quartile	1.6089993446103987
top tumor-like quartile	1.2304837819068664
other tumor cells	1.331675314134167
top tumor-like quartile	1.0955837388192453
other tumor cells	0.012241178943264874
top tumor-like quartile	1.4842096221062446
other tumor cells	-0.08651659084904578
other tumor cells	-0.33992152060231856
top tumor-like quartile	0.9500520767704133
top tumor-like quartile	1.3485149837309314
other tumor cells	0.2328088821903352
other tumor cells	1.2181386140085035
other tumor cells	-0.4024778796780494
top tumor-like quartile	0.9189370601407943
other tumor cells	-0.01805009765009724
top tumor-like quartile	1.426211460944145
other tumor cells	0.8648122549057007
top tumor-like quartile	1.0813059345368417
other tumor cells	-0.6023148567445816
other tumor cells	-0.4211977374169134
top tumor-like quartile	1.4298647065316477
top tumor-like quartile	0.012922911874709564
other tumor cells	0.8888927928863033
top tumor-like quartile	1.1254831975506199
other tumor cells	-0.2537661512051859
other tumor cells	1.0627700667227469
other tumor cells	-0.3205711918492471
other tumor cells	-0.5545403880457724
other tumor cells	0.0679863768239175
